289775.9536434731,-339375.494887299
-78778.24666513833,85171.28043417745
46697.26353315641,-34520.79053051591
50829.88170736459,-38164.530439533526
161403.73265215967,-165845.53738085984
71404.55582497199,-60096.03561712515
208075.99303502,-222267.91892641678
137312.70892305917,-134827.97856304373
-29315.48811422249,40637.643326745245
-48374.699186537604,58057.456942239936
72594.17684582132,-61726.63791656867
-72712.97827607159,79893.39534315669
130674.70528782475,-128876.5731659344
63548.71641010504,-51667.491073642675
-71858.6497365668,78989.41695956612
62273.64382954489,-50799.02784736217
209016.0639099948,-226465.5460512027
12690.662206918596,194.53009763382454
240993.44246813838,-269150.9144047903
-68840.5034685451,76434.30257483933
-7395.686367351615,19791.284922508585
-42720.508146174085,53094.70362994354
1480.135663374812,10545.635112381453
-86733.59611102262,91788.69678124793
-45718.13661036559,55693.25986660381
-62704.88340188416,71161.0853526701
46290.4706589983,-33331.23825890937
-32205.565664367565,42885.255707143886
-55173.20765875009,63942.15626472197
108198.93788781622,-100874.74237845046
430157.1766734934,-609630.6303763521
84281.62488751423,-73859.57112156984
-65014.777201565536,72978.90727623615
8292.805263529504,4156.471651959575
12485.900615019835,262.9967206261407
-32560.96811477864,43760.788016842125
-79636.09932053517,85988.0249731011
89131.59760661074,-79844.37065431428
67424.66261471335,-56506.74977138529
416842.3714239629,-589315.7176188515
123709.31002562727,-117658.17025801
151910.01746350055,-153541.7110344881
28153.060441072845,-15046.421118314387
28485.39966589937,-15827.378076372908
-63534.98853444408,71430.14938284071
-61480.09500068389,70039.43226574904
107568.45717289131,-100859.33035163724
14959.419065211194,-2500.286414137121
-66299.67115740165,74252.75440399049
-25365.85021892186,36910.07634279712
-46792.731754865345,56900.847468178705
8516.57645086807,4368.2077176761795
11444.09758908757,898.8710928302378
-22833.667517035476,34073.78195243185
-23610.824955363998,35301.42856157728
-93217.54788123311,97609.9768720714
-79483.94020315666,85644.66996930432
6405.5074582349735,6245.06016290451
17779.006837110843,-5082.760415911861
-15602.357043134407,27154.396097876677
-57691.612357987826,66271.04853039018
138139.63478457852,-137354.68488941694
-80065.03491497232,86024.45527947223
130051.35747344635,-128362.0455950524
246207.85910464142,-282682.443236626
185606.23300778368,-194284.3735838771
